id,交通,人气,占地面积,地址,床位数,成立时间,所在地区,所在地区_县,所在地区_市,所在地区_省,收住对象,收住对象_全护理,收住对象_半自理,收住对象_特护,收住对象_自理,收费区间,收费区间_上限,收费区间_下限,机构性质,机构类型,特色服务,特色服务_具备医保定点资格,特色服务_可接收异地老人,电话,网址,联系人,详情_入住须知,详情_收费标准,详情_服务内容,详情_机构介绍,详情_设施,负责人,邮箱,邮编
31344,,2721,约350平方米,福溪街道大路曹新村220号,50,2010年10月30日,浙江-台州市-天台县,天台县,台州市,浙江,自理 半自理 全护理,True,True,,True,1000-2500,2500,1000,民办,养老院,可接收异地老人,,True,,http://www.yanglao.com.cn/resthome/31344.html,许金淼,如想进一步了解，欢迎前来了解、参观，非常欢迎！--------福溪街道大路曹村康乐养老院,自理1000块每月。,每天打扫居室，整理床铺，护理查房，定期量血压，老人需要时帮助处理一些生活琐事，如购物，上网与家人通话视频视频等，陪老人聊天..........,康乐托老院是一家民办养老院，房间都是精心装修过了，院子很大，可以晒太阳。 刚开业所以所有设施都是新的，环境干净整洁。 有带阳台的单人间、标准间、普通套间这几种房型共计30余间。有配备电视、电话、宽带上网接口、冰箱、24小时供应淋浴热水。伙食丰富，老人想吃什么我们做什么，各色各样的美食，可供老人选择！比如麦饼、糕粘、粽子、糯米酒、饺饼筒、水饺、扁食.........我们服务周到，竭诚为您服务！,每楼都有灭火器，安全工作，至关重要！楼梯有护栏，老人上楼时，可以扶住。环境整洁，卫生！床铺设有单人床，如有需要也可双人床。有电视，电脑，电话。,许金苗,805363309@qq.com,317200
31082,,4166,,浙江省杭州市萧山区宁围镇新华村振宁路5号,150,2003,浙江-杭州市-萧山区,萧山区,杭州市,浙江,自理 半自理,,True,,True,1500-2000,2000,1500,民办,养老院,,,,,http://www.yanglao.com.cn/resthome/31082.html,15857142338,暂无详细介绍，具体详情请致电咨询！,暂无详细介绍，具体详情请致电咨询！,暂无详细介绍，具体详情请致电咨询！,,暂无详细介绍，具体详情请致电咨询！,,,
30972,,1432,,浙江省台州市临海东塍上街金家弄2号,50,,浙江-台州市-临海市,临海市,台州市,浙江,自理 半自理 全护理 特护,True,True,True,True,1000-1500,1500,1000,民办,养老院,可接收异地老人,,True,,http://www.yanglao.com.cn/resthome/30972.html,金院长,暂无详细介绍，具体详情请致电咨询！,暂无详细介绍，具体详情请致电咨询！,暂无详细介绍，具体详情请致电咨询！,"临海东塍安康养老院 浙江省台州市临海东塍安康养老院坐落于浙江风景优美的临海市东塍,四面环山,空气新鲜,房屋位置交通方便又偏静,适合老人休息,不同于闹市的养老院要忍受噪音的污染,养老院于2009年8月成立,至今与老人们度过了几个温情的春秋,养老院设施完备,环境整洁,床位舒适,有多种不同的选择,服务人员照顾周到,从饮食到衣物,让您老人享受亲人般的体贴,缝节假日,更是让您拥有传统的过节照顾,这是很多老人在乎的,我们都尽量做到.让忙碌的子女们放心,让老人在我们这幸福,安康地度过晚年生活.",暂无详细介绍，具体详情请致电咨询！,金院长,,
30968,,1700,5亩,临海市杜桥镇坐旦头（凤凰山下）,220,2006年10月,浙江-台州市-临海市,临海市,台州市,浙江,自理 全护理,True,,,True,800-1400,1400,800,民办,养老院,可接收异地老人,,True,,http://www.yanglao.com.cn/resthome/30968.html,,暂无详细介绍，具体详情请致电咨询！,暂无详细介绍，具体详情请致电咨询！,暂无详细介绍，具体详情请致电咨询！,,暂无详细介绍，具体详情请致电咨询！,董美英,,
30967,,1523,10亩,椒江区章安街道东侧,110,2012.08.01,浙江-台州市-椒江区,椒江区,台州市,浙江,自理 全护理,True,,,True,900-1600,1600,900,民办,老年公寓,可接收异地老人,,True,,http://www.yanglao.com.cn/resthome/30967.html,,暂无详细介绍，具体详情请致电咨询！,暂无详细介绍，具体详情请致电咨询！,暂无详细介绍，具体详情请致电咨询！,,暂无详细介绍，具体详情请致电咨询！,李小菊,,
30755,,3437,1000平方,新昌县儒岙镇洋桥头104国道旁,80,,浙江-绍兴市-新昌县,新昌县,绍兴市,浙江,自理 半自理 全护理 特护,True,True,True,True,500-1000,1000,500,民办,养老院,可接收异地老人 具备医保定点资格,True,True,,http://www.yanglao.com.cn/resthome/30755.html,陈珠凤,暂无详细介绍，具体详情请致电咨询！,暂无详细介绍，具体详情请致电咨询！,暂无详细介绍，具体详情请致电咨询！,莫道桑榆晚，为霞尚满天。儒岙镇安福托老院成立于2008年，地处洋桥头104国道旁，交通方便，依山旁水，环境优美，装修简洁大方。后勤保障设施齐全，活动大厅内老人可以进行聊天、棋牌、看电影电视等娱乐活动，让你您享受到家里的温暖。安福托老院（以下均称养老院）主要是为老年人提供养老服务，老年人在这里可以享受养老服务、托老服务、陪护服务、医护服务（定期有医生来我院为老人检查身体）、康复服务，根据老年人自己的申请或家属、子女的申请，在这里享受你申请的服务。 新昌县安福托老院，我们致力缔造最好的服务，让入住安福托老院的老人们健健康康、开开心心、快快乐乐！我们发自内心对老人好！ 快乐养老快乐谷，快乐老人到安福！,暂无详细介绍，具体详情请致电咨询！,陈珠凤,626978193@qq.com,312560
30679,,1674,,浙江省嵊州市鹿山街道西求村,50,2012.6,浙江-绍兴市-嵊州市,嵊州市,绍兴市,浙江,自理 半自理 特护,,True,True,True,700-1500,1500,700,民办,养老院,,,,,http://www.yanglao.com.cn/resthome/30679.html,,暂无详细介绍，具体详情请致电咨询！,700——1500元/月,"1、 每周饭簿上墙,早中晚分别搭配营养,保证老人们的健康需求,对个别有特殊饮食要求的老人,单独开小灶。 2、 给老人们在医疗.保健方面做些保障.不只是简单地做些护理,从每天早晨到晚上24小时专护,保障老人不出意外。 3、 为老年人提供集体居住，并具有相对完整的配套服务设施。 4、 全护理老人介护与管理，老年人风险预防评估与管理，老人专业养护机构 5、 奉献孝心，展现笑脸，一切努力都是为了让每位老人都有家的感觉 6、 老人生活顾问，用爱心呵护您的身体健康 7、 老人护理专家，用专业提升您的生活品质",*****高级护理中心，位于嵊州市鹿山街道新农村建设重点村——西求村。这里环境优雅宁静，空气清新，这里有温馨、亲情、舒适的生活环境，老年人们可以在这里享受他们有喜欢的乡村田园生活，是他们休闲娱乐、养生的好去处。 按照“养、护、娱”相结合的原则，我中心配备了健身、棋牌、书画、阅览、多功能娱乐活动等场所，为老年人提供服务。 护理中心本着“常怀敬老之心，善谋为老之策，多做助老之事”的理念，以“优质服务，打造品牌，争创一流”为目标，倾心为入住老人营造温馨、祥和的休养氛围，在提供一流环境的同时，用爱心、耐心和细心提供最贴心的服务，让老人开心，家属放心。,按照“养、护、娱”相结合的原则，我中心配备了健身、棋牌、书画、阅览、多功能娱乐活动等场所，为老年人提供服务。,王斌,1661258088@qq.com,
30622,,1724,,浙江省仙居县下园新村,50,2005,浙江-台州市-仙居县,仙居县,台州市,浙江,自理,,,,True,600-1800,1800,600,民办,养老院,可接收异地老人,,True,,http://www.yanglao.com.cn/resthome/30622.html,李秋芳,暂无详细介绍，具体详情请致电咨询！,暂无详细介绍，具体详情请致电咨询！,暂无详细介绍，具体详情请致电咨询！,,暂无详细介绍，具体详情请致电咨询！,李秋芳,,
30606,,4988,,石镜街928号,50,2011年,浙江-杭州市-临安市,临安市,杭州市,浙江,自理,,,,True,500-1000,1000,500,民办,养老院,,,,,http://www.yanglao.com.cn/resthome/30606.html,方进军,暂无详细介绍，具体详情请致电咨询！,请直接来电：0571-63856789查询,家政服务类 序号 项目 备注 1 烧饭做菜 服务员根据老人需求提供相应服务 2 帮助老人洗澡 服务员根据老人需求提供相应服务 3 理发 服务员根据老人需求提供上门或指定地点相应服务 4 清洗床单被子 根据服务要求结合老人需求实际进行服务 5 清洗衣服 根据服务要求结合老人需求实际进行服务 6 陪同就医 服务中心服务员在规定服务时间内或根据老人临时求助需要提供相应服务 7 翻身擦背 根据老人家庭需求提供服务 8 喂饭吃药 根据老人家庭需求提供服务 9 代购生活用品 根据老人家庭需求提供代购服务 10 代缴各项费用 主要针对行动不便的老人、普通老人家庭定时电话录音提示为主（包括水、电、煤、电话等） 11 其它生活护理 具体根据老人生活需求提供服务 12 临时搭伙 根据老人家庭需求提供临时搭伙服务，需隔天预订 13 快餐服务 根据老人家庭需求提供送餐上门服务 14 擦窗、玻璃清洁 根据服务要求结合老人需求实际进行服务 15 搬家 根据服务要求结合老人需求实际进行服务 16 其它便民服务 公交指南：为老人提供公交查询服务； 订票：根据老人需求提供代购票服务； 代订书报：服务中心为老人提供代订书报服务； 代办保险：中心根据老人需求为老人联系相关服务； 17 常规家庭保洁 按日常家庭保洁要求为老人提供服务 18 专业家庭保洁 按专业全方位大扫除式要求为老人提供服务 物业维修类 序号 项目 备注 1 水电维修 根据服务要求结合老人需求实际进行服务 2 家用电器维修 根据服务要求结合老人需求实际进行服务 3 家具维修 根据服务要求结合老人需求实际进行服务 4 房屋维修 根据服务要求结合老人需求实际进行服务 5 房屋出租 根据服务要求结合老人需求实际进行服务 医疗保险类 序号 项目 备注 1 送药上门 根据老人要求，为老人家庭提供相关服务 2 上门量血压 上门为老人家庭提供相关服务 3 换药 上门为老人家庭提供相关服务 4 就医用药指导 服务中心指定专人电话咨询 5 生活保健咨询 服务中心指定专人电话咨询 6 按时服药提示 中心用电话形式为老人提供服务 7 康复训练咨询 服务中心指定专人电话咨询，上门指导 8 医疗保健讲座 服务中心根据社区的活动信息，通过电话把有关讲座内容、时间、地点通知老人 9 康复训练陪护 由服务中心指派服务员上门帮助老人进行康复锻炼 10 医疗保健巡视 加盟医疗机构根据老人实际需求提供服务 人文关怀类 序号 项目 备注 1 生日关怀 中心通过电话形式提供问候服务 2 节日关怀 中心通过电话形式提供问候服务 3 老人交友 1）在征得老人同意的基础上，向老人提供相互电话号码，充分利用虚拟网之间通话免费的优势，为老人提供电话聊天交友平台； 2）通过电话向老人预告所在社区开展的各类文娱活动，使老人通过参加社区活动结识更多的老年朋友 4 法律援助 服务中心为老人直接把电话转至法律援助中心 娱乐学习类 序号 项目 备注 1 老年大学 服务中心以电话和网络信息发布形式向老人预告就近地区老年大学相关信息 2 电脑培训 服务中心以电话和网络信息发布形式通知老人提供就近地区举行电脑培训的相关信息 3 娱乐活动 服务中心以电话通知和网络信息发布形式向老人预告所在街道，社区举办的各类文娱活动,临安市“居家乐”养老服务中心是为深化居家养老工作，适应老年人生活的实际需求而专门开发的民生工程，是临安市的政府实事项目。是由临安市红帽子物业管理有限公司主办的，为老人提供日常生活照料服务为主的社会福利机构。 中心拥有先进的管理经验、完善的规章制度和专业的服务队伍，并研发了居家乐养老服务信息系统，依托电话虚拟网管理手段，实现养老服务质量控制，让老人足不出户，就可以享受到亲情化、智能化、专业化的居家养老服务。实现居家养老服务机构化管理，市场化运作，社会化服务。“居家乐”养老服务中心既能拥有机构养老所缺少的个性化照料，又能实现机构养老所具有的标准化管理，被称为“没有围墙的养老院”。 临安市“居家乐”养老服务中心，秉承“让居家的老人舒心，让外出的家人放心”的服务理念，认真打造真挚、贴心、快捷、周到的特色居家养老品牌服务，立足统一标准、统一形象、统一调度的规范化服务格局。服务内容涉及家政便民、医疗保健、物业维修、人文关怀、娱乐学习、精神慰藉六大类服务。具体服务项目可根据家庭需求优化组合。,暂无详细介绍，具体详情请致电咨询！,方进军,1050022788@qq.com,
30418,,3725,,诸暨市望云路61号菲达酒店对面,180,2007,浙江-绍兴市-诸暨市,诸暨市,绍兴市,浙江,自理 半自理 特护,,True,True,True,1000-3000,3000,1000,民办,养老院,,,,,http://www.yanglao.com.cn/resthome/30418.html,楼再兴,暂无详细介绍，具体详情请致电咨询！,暂无详细介绍，具体详情请致电咨询！,暂无详细介绍，具体详情请致电咨询！,,暂无详细介绍，具体详情请致电咨询！,楼再兴,115883443@qq.com,
30277,,4777,7000平方,台州黄岩区高桥乡凉棚村8号,142,2011年08月08日,浙江-台州市-黄岩区,黄岩区,台州市,浙江,自理 半自理 全护理 特护,True,True,True,True,1000-2000,2000,1000,民办,养老院,可接收异地老人 具备医保定点资格,True,True,,http://www.yanglao.com.cn/resthome/30277.html,张岩友,暂无详细介绍，具体详情请致电咨询！,1000到2000 实际根据老人的情况面谈。,,本院三面环山开阔面朝南，山清水秀，森林覆盖率百分之95以上。服务，吃，住，目前是黄岩一流的养老院。,"目前有142张床铺，养老院都是2010年跟2012年新造的房子，每个房间有独立的卫生间，热水，空调,液晶电视。",张岩友,zhangs888@163.com,318020
29944,,14316,12亩,浙江省杭州市江干区艮山西路182-1号,858,,浙江-杭州市-江干区,江干区,杭州市,浙江,自理 半自理 全护理 特护,True,True,True,True,1800-2500,2500,1800,民办,养老院,可接收异地老人 具备医保定点资格,True,True,,http://www.yanglao.com.cn/resthome/29944.html,小杨,暂无详细介绍，具体详情请致电咨询！,杭州爱康温馨家园收费标准 项目 疗养楼 护理楼 入院押金 4000元/人 4000元/人 床位费 （按月计算） 南面 1200—1520元/床 720—1000元/床 北面 840—1120元/床 490—600元/床 护理费 三级 350元/人 二级 600元/人 一级（介助） 900元/人 特级以上护理 面议 餐费 包餐（1） 450元/人 包餐（2） 650元/人 点餐（订餐） 点餐或IC刷卡 备注：非标准房间的床位费（包房、单人间）另订。 收费项目： 1、押金：每位老人进院押金4000元，以作为休养员的急救医疗押金备用，离院时全额归还（不计息）。 2、床位费、护理费：按住房类别及相应护理等级收取。 3、伙食费：包餐费每月450元/650元（遇物价调整另行通知），点餐另行付费。 4、医疗费：按卫生部门收费标准和医保规定收取费用。 5、电话费、网络费等：按照电信有关部门收费标准由我院代收。 6、床上用品：一次性收取床上用品及日常生活用品费用600元/人。 7、水电费：室内每位老人每月额定照明用电10度，额定用水6吨，超出部份按各室电表平均月结算。入住人员自带家电须征得院方同意并与合住方事先就水电费支付办法达成协议，根据实际情况承担或分摊相应水电费，按月结清。 8、设施：因人为原因造成院内生活用品、用具和公用设施损坏的，根据具体情况酌情赔偿。 9、预定金：选好房间后先预交定金1000元，接到院方通知入住后即转为押金（如不入住者无息退还）。 10、其它：相关费用（见单项服务收费标准）。,暂无详细介绍，具体详情请致电咨询！,杭州爱康温馨家园养老中心是浙江省杭州市民政局主管，社会爱心人士创办的集医、养、护一体的综合性养老机构，是杭城最大的民营养老院。家园从开建起至今已受到政府各部门的高度重视。目前，已有省人大常委会副主任茅临生，省政协副主席陈艳华，杭州市副市长戚哮虎等省市重要领导前来我院莅临指导，给与我们充分的支持与关注。 养老中心位于杭州市江干区艮山西路182-1号，是名符其实的市中心的老年人乐园。虽然地处市中心，但却是闹中取静的疗养胜地，家园内清雅幽静，长廊相连，是一所颇具园林格局建设的休闲养老中心。园内整体布局合理，通道宽敞明亮，并配有宽大的医用电梯及标准的无障碍设施，拥有24小时执勤的保安人员和全方位的安全监控、消控中心。 本着全心全意为老人的宗旨，经过一段时间的发展，养老中心拥有一支优秀的护理和行政员工队伍，护理员们视老人如自己的父母给予精心的呵护，医务室的医生和护士提供周到的24小时医疗服务，行政人员不断更新老人们的院内活动，全体员工齐心协力共创杭城优秀养老院的品牌。 我园根据不同需求的老人开设了有疗养楼和自理楼。其中，疗养楼主要为一些需要特别护理，康复理疗类的老人服务。房间以三人间为主，也可以根据入住老人的需求调整房间的人数。配套设施有独立卫生间、热水器、空调、电话、无线呼叫器、电视、网络线路等。 自理楼主要为能够自理的健康老人作休闲疗养服务。房间以两人间和单人间为主，配套设施有全套卫浴设备、空调、冰箱、电话、无线呼叫器、电视、网络线路等。每个房间地面均采用抗菌纳米绿色环保性材料的塑胶地板，对老人具有很好的防滑作用。两幢大楼同时可接纳老人数约在850位左右，有专业护理人员来管理老人们的日常起居和生活细节问题。 园内拥有同时可容纳200多人吃饭的大型餐厅，有专职营养师搭配每日的营养餐，做到一周菜肴不重复；对有需求的老人做到特殊小灶调理并配送到房间，让他们及时吃上安全又营养的膳食。餐厅有全套标准厨房设备及整洁的用餐环境，所有的餐厅工作人员从业证件齐全，服务态度品质优秀，职责性强。另外家园内还设有理发室、按摩室、阅览室、棋牌室、书画室、台球室、才艺表演室和茶吧、聊吧等各种设施齐全的活动室，丰富老人们的娱乐生活，填补他们的精神乐园，享受晚年的快乐时光！,杭州爱康温馨家园是目前杭州市主城区中规模最大，设施最齐全的养老机构之一。园内整体布局设置合理，通道宽敞明亮，并配有宽大的医用电梯及标准的无障碍设施，拥有24小时执勤的保安人员和全方位的安全监控、消控中心。家园医疗中心配备专业的主任医师及中医专家。全科医生和护士提供周到的24小时医疗服务，基本常规性病情均能够在院内医治。 我园根据不同需求的老人开设了有温馨楼和梦想楼。其中，温馨楼主要为一些需要特别护理，康复理疗类的老人服务。房间以四人间为主，也可以根据入住老人的需求调整房间的人数。配套设施有独立卫生间、热水器、空调、电话、无线呼叫器、电视、网络线路等。 梦想楼主要为能够自理的健康老人作休闲疗养服务。房间以两人间和单人间为主，配套设施有全套卫浴设备、空调、冰箱、电话、无线呼叫器、电视、网络线路等。每个房间地面均采用抗菌纳米绿色环保性材料的塑胶地板，对老人具有很好的防滑作用。两幢大楼同时可接纳老人数约在850位左右，有专业护理人员来管理老人们的日常起居和生活细节问题。 园内拥有同时可容纳200多人吃饭的大型餐厅，有专职营养师搭配每日的营养餐，做到一周菜肴不重复；对有需求的老人做到特殊小灶调理并配送到房间，让他们及时吃上安全又营养的膳食。餐厅有全套标准厨房设备及整洁的用餐环境，所有的餐厅工作人员从业证件齐全，服务态度品质优秀，职责性强。另外家园内还设有理发室、按摩室、阅览室、棋牌室、书画室、台球室、才艺表演室和茶吧、聊吧等各种设施齐全的活动室，丰富老人们的娱乐生活，填补他们的精神乐园，享受晚年的快乐时光！,,464578239@qq.com,310021
29836,,2298,3000平方米,仙居县白塔镇茶溪染潭村,300,2010年1月30日,浙江-台州市-仙居县,仙居县,台州市,浙江,自理 半自理 特护,,True,True,True,700-1200,1200,700,民办,养老院,可接收异地老人,,True,,http://www.yanglao.com.cn/resthome/29836.html,应女士,暂无详细介绍，具体详情请致电咨询！,700到1200,自理。瘫痪。残疾。配有专门医师。帮忙购买物品,仙居县白塔安康养老院占地面积8亩，建筑面积3000多平方米，床位300多张。设有宾馆式单间，双人间，并有专门的护理人员。内设老人娱乐中心各种达10余种健身器材。房子新、饭菜好，蔬菜都是养老院自己种的，伙食符合老人胃口。欢迎各位孝顺儿女过来考察！！,单人间，双人间。个别配有电视。,潘先生,,
29549,,5070,1500平方米,绍兴市西街122号（戒珠寺向西100米，蕺山小学斜对面）,100,,浙江-绍兴市-越城区,越城区,绍兴市,浙江,自理,,,,True,500-1000,1000,500,民办,老年公寓,可接收异地老人,,True,,http://www.yanglao.com.cn/resthome/29549.html,张院长,详情咨询电话或到公寓内咨询,详情可拨打电话或到公寓内咨询,公寓推崇尊老、养老新风尚，为非赢利养老机构，生活设施环境宾馆化、服务星级化、收费标准大众化，是十分理想的市中心中高档休养居所。膳食搭配合理科学，营养全面平衡，以适合老年人胃口为宗旨。,"书圣愉康老年公寓 位于风景优美的蕺山公园内,人文历史源远流长,有戒珠寺、蕺山书院、文笔塔等著名景点。建筑面积约1500平方米，有青瓦粉黛、古色古香园林休闲设计、建造、装饰，内设养老托老床位100余张，结合老年服务机构标准和星级宾馆标准，配备了独立卫生间、有线电视、TCL空调、美国史密斯热水器、内外线电话、床头呼叫救护系统等先进设施，设有棋牌室、报刊图书阅览室、活动室等娱乐设施。建立了一整套完善的管理服务体系，并配备专业管理、专业护理人员，有医护人员，有医务室，为养老、托老提供全面的生活护理、和康复保健，并提供读报、读小说、讲故事等个性化服务。本老年服务机构是绍兴首家消防、卫生、养老服务证照齐全的单位。本机构强化以人为本的服务理念，牢固树立为老年朋友全面服务的思想，力争创品牌。 公寓推崇尊老、养老新风尚，为非赢利养老机构，生活设施环境宾馆化、服务星级化、收费标准大众化，是十分理想的市中心中高档休养居所。膳食搭配合理科学，营养全面平衡，以适合老年人胃口为宗旨。 地址：市区西街122号（戒珠寺向西100米，蕺山小学斜对面） 交通：中兴路白马畈下车经戒珠寺向西100米（3路、6、8、9、26、27、88、126、326等） 解放路老汽车站下车蕺山公园东南首（1路、2、5、7、10、15、32等）","位于风景优美的蕺山公园内,人文历史源远流长,有戒珠寺、蕺山书院、文笔塔等著名景点。建筑面积约1500平方米，有青瓦粉黛、古色古香园林休闲设计、建造、装饰，内设养老托老床位100余张，结合老年服务机构标准和星级宾馆标准，配备了独立卫生间、有线电视、TCL空调、美国史密斯热水器、内外线电话、床头呼叫救护系统等先进设施，设有棋牌室、报刊图书阅览室、活动室等娱乐设施。建立了一整套完善的管理服务体系，并配备专业管理、专业护理人员，有医护人员，有医务室，为养老、托老提供全面的生活护理、和康复保健，并提供读报、读小说、讲故事等个性化服务。",张雅娟,,
28258,,1240,1333,玉环县青马塘墩,70,2004,浙江-台州市-玉环县,玉环县,台州市,浙江,自理 半自理,,True,,True,1200-1700,1700,1200,民办,养老院,,,,,http://www.yanglao.com.cn/resthome/28258.html,阮素娥,需提前联系，预约，询问是否有床位后安排入住。可免费接送,1200-1700元/月 (涵盖所有费用)，根据老人身体状况约定相应的服务。,含全护理等所有服务,"安静的环境是最适合老年人的休养，珠港镇休养中心 创办于2004年,是一家有多年历史，具备成熟和完善 的服务体系的社会福利养老机构。本院功能齐全、设 施完善、环境优美，是老人家休养居住的好住所。",单人间、双人间，有独立卫生间,阮素娥,,
28257,,1495,1000平方米,浙江省嵊州市崇仁镇红领巾加油站傍30米,50,2011年10月1日,浙江-绍兴市-嵊州市,嵊州市,绍兴市,浙江,自理,,,,True,600-1500,1500,600,民办,养老院,,,,,http://www.yanglao.com.cn/resthome/28257.html,张养红,面谈或者电话联系！,因本养老院服务全面，各方面收费服务不同。关于费用当面商议！,本养老院是全面服务类型！,本养老院位于嵊州市崇仁古镇红领巾水库旁，环境优美，空气清新！占地面积1000多平方米，床位50张。养老设施齐全，服务周到。是您家老一辈人员养老的最佳选择之地。我们真诚的欢迎各位光临本养老院！,基本设施齐全，主要以客户要求为准！,张养红,1226957753@qq.com,
27538,,1977,,象山县丹西街道洋心村449号,60,2008,浙江-宁波市-象山县,象山县,宁波市,浙江,自理 半自理 特护,,True,True,True,1000-2000,2000,1000,民办,养老院,,,,,http://www.yanglao.com.cn/resthome/27538.html,张宝兰,暂无详细介绍，具体详情请致电咨询！,暂无详细介绍，具体详情请致电咨询！,暂无详细介绍，具体详情请致电咨询！,我院是一家集标准化、公寓化为一体的综合性养老服务中心。每个楼层配备一名楼层管理员，每间内置卫生间以及床头柜、大衣柜。,暂无详细介绍，具体详情请致电咨询！,张宝兰,,
26013,,7100,,浙江省乐清市翁垟镇山环村,50,,浙江-温州市-乐清市,乐清市,温州市,浙江,自理 半自理 特护,,True,True,True,1000-5000,5000,1000,民办,老年公寓,可接收异地老人,,True,,http://www.yanglao.com.cn/resthome/26013.html,林赞平,暂无详细介绍，具体详情请致电咨询！,暂无详细介绍，具体详情请致电咨询！,暂无详细介绍，具体详情请致电咨询！,乐清市颐和老年公寓是经乐清市民政局批准，翁垟街道办事处辖内的养老机构，由山环度假村改建而成，是目前乐清市规模最大的养老机构之一。 我公寓有完善的生活保障和医疗保健设施。设有住房、餐厅、医务室、活动中心、棋牌室、娱乐室、园艺场、饲养场、小商场、洗衣房、招待所等。公寓遵循“以人为本、敬老爱老、服务社会”的宗旨，以“老有所养、老有所乐、老有所为”为目标。采用家庭式的管理，多元化的服务，全力打造一个集体休闲、养老、疗养、娱乐、度假、学习、聚会等的功能的老年人公寓。为老年人创造一个舒适、安康、快乐的养老之家。 乐清市颐和老年公寓全体员工全力为入住老人奉献至真、至善、至美的服务，同时诚邀所有入住老年人的亲戚朋友及社会各界关爱老年人的有识之士支持、帮助我公寓养老事业的成长和发展，为共创和谐社会多作贡献。,暂无详细介绍，具体详情请致电咨询！,林赞平,2623881733@qq.com,
25895,,1934,500平方米,浙江省永康市象珠镇庄口村,10,2011年12月,浙江-金华市-永康市,永康市,金华市,浙江,自理 半自理,,True,,True,1000-3000,3000,1000,民办,养老院,,,,,http://www.yanglao.com.cn/resthome/25895.html,童国英,暂无详细介绍，具体详情请致电咨询！,因为是小型养护中心对于费用的区分没的那么明确，大概所以费用合计1000元/月左右，视个人情况定,暂无详细介绍，具体详情请致电咨询！,本机构2011年12月成立，光线好，活动场地宽敞。主要由本机构负责人护理责任心强。,暂无详细介绍，具体详情请致电咨询！,童国英,,
25726,,2383,1200平方,浙江绍兴新昌县儒岙镇原中心小学舍内,90,2008,浙江-绍兴市-新昌县,新昌县,绍兴市,浙江,自理 半自理 特护,,True,True,True,550-900,900,550,民办,养老院,,,,,http://www.yanglao.com.cn/resthome/25726.html,陈秀林,暂无详细介绍，具体详情请致电咨询！,550到900,暂无详细介绍，具体详情请致电咨询！,幸福托老院 “幸福托老院”旨在解决年老需赡养，亲人繁忙难顾及的问题，枕诚收养 男女老年人，代为赡养，代尽孝心。该院地处新昌县儒岙镇原中心小学舍内， 此地环境清净优美，交通方便（汽车可直达），院内设施齐全，服务周到， 是老年朋友安度晚年的理想之家，热枕欢迎老年朋友入院。,有独立厨房 医务事 活动室,陈秀林,panfuda123@163.com,
25671,,3783,400,浙江省温岭市大溪镇流庆村（流庆寺风景名胜区）,50,2010.9,浙江-台州市-温岭市,温岭市,台州市,浙江,自理 半自理 特护,,True,True,True,1000-2000,2000,1000,民办,养老院,可接收异地老人,,True,,http://www.yanglao.com.cn/resthome/25671.html,林先生,有传染病\精神病的不收,费用:全自理1000 半护理1300 全护理1600 特殊护理1800,疗养\护理\养老\,福康托老中心现面向社会长期收住各层次不能自理，半自理，完全自理老人，性别年龄不限，竭诚为每个家庭切实解决后顾之忧。 福康托老中心位于大溪镇潘郎流庆寺风景名胜区，四周山林环抱，环境幽雅，空气清新，是居家养老绝无仅有的好去处。 我们拥有非常成熟的养护管理经验，在生活上无微不至的关心老人和老人沟通思想，使老人感受到家人的温暖和子女的亲情。 院里饭菜温软可口，荤素搭配，营养丰富，使老人吃的舒心，住的开心，子女放心，让老人心情愉快，安享晚年，我们携手完成您孝顺父母的心愿。 我们承诺：以人为本，替天下儿女行孝，为社会家庭分忧的服务宗旨，以奉若父母，情同亲生的服务理念。让我们以爱心，真心，诚心，细心呵护，陪伴您晚年快乐安康；我们愿以亲情式的服务为您营造一个温馨的家园。 联系人：何女士 电话：86377665 手机：13757653232 13656586677 地址：温岭市大溪镇潘郎流庆村（距火车站车程8分钟） 福康是你家，此家胜自家,"娱乐室,棋牌室,卫生室,厨房,单人房双人房",何女士,401377513@qq.com,
