区县,名称,电话,联系人,邮编,地址,创建时间,房屋面积,服务项目
长宁区,新泾镇屈家桥老人活动室,52188828,姚玉兰,200335,北翟路980弄89号,2005-07,200,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
长宁区,新泾镇曙光居委老年活动室,62425123,何惠民,200336,仙霞路888弄10号,1996-03,100,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
长宁区,新泾镇双流居委老年活动室,62913074,胡文静,200336,双流路340号,2001-11,110,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
长宁区,新泾镇淞虹路小区第三居民委员会老年活动室,52171800,徐鹏雄,200335,平塘路700弄43号,2006-10,160,阅览，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
长宁区,新泾镇淞虹第四居委会多功能活动室,52170964,杨春珍,200335,淞虹路715弄18号-2临号,2008-07,225,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
长宁区,新泾镇淞虹第五居委会多功能活动室,52203976,周继盛,200335,福泉路385弄54号,2002-05,142,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点，助餐服务
长宁区,新泾镇新泾居委活动室,32526001,朱勤勇,200335,仙霞西路885弄76号,2008-11,535,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动
长宁区,新泾镇新渔东路居委老年活动室,62901927,孙荣珍,200336,新渔东路550弄4号201室,2006-06,100,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动
长宁区,新泾镇中泾居委会老年活动室,52186196,沈惠根,200335,中泾路18弄77号101-102室,2003-06,210,阅览，谈心服务，远程收视点
长宁区,长支二居民区老年活动室,52376533,徐金方,200042,长宁支路249弄34支弄49号,2007-03,140,阅览，涉老法律咨询与宣传，老人康乐、兴趣小组活动，远程收视点
长宁区,秀水路居委会老年活动室,52376327,顾美娟,200042,万航渡路1424弄21号101室,2005-05,100,阅览，涉老法律咨询与宣传，医疗咨询与健康教育
长宁区,苏一居委会老年活动室,32083562,魏岚,200042,汇川路400弄1069号,2000-03,165,阅览，医疗咨询与健康教育，老人康乐、兴趣小组活动
长宁区,潘西居委会老年活动室,52376516,莫伟萍,200050,武夷路519弄59号三楼,2005-10,100,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
长宁区,姚家角居委会老年活动室,52376530,屠君,200050,愚园路1355弄16号,2005-10,80,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
长宁区,长宁路第二居委会老年活动室,52376330,胡薇薇,200042,江苏北路111弄21号,2009-05,170,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
长宁区,长宁路第一居委会老年活动室,52373629,陈晓磊,200042,长宁支路176号204室,2004-10,100,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
长宁区,华阳路第三居委会老年活动室,52376323,杨晓峰,200042,华阳路235号,2008-12,70,阅览，远程收视点
长宁区,华阳路第二居委会老年活动室,52376512,张秀云,200042,万航渡路1384弄55支弄4号,2000-03,100,阅览，医疗咨询与健康教育，谈心服务，老人康乐、兴趣小组活动
长宁区,华阳路第一居委会老年活动室,52376321,高文青,200042,长宁路476弄8号103室,1996-01,200,阅览，涉老法律咨询与宣传，远程收视点
长宁区,华院居委会老年活动室,52376327,李洪智,200042,万航渡路1579弄2号,1999-04,50,阅览，医疗咨询与健康教育，谈心服务，老人康乐、兴趣小组活动，远程收视点
长宁区,华四居委会老年活动室,13391366197,袁忠明,200042,华阳路298弄3号底楼,2004-10,150,阅览，涉老法律咨询与宣传，谈心服务，老人康乐、兴趣小组活动，助餐服务
长宁区,陶家宅居委会老年活动室,52376531,高倩倩,200050,昭化路518弄13号105室,1998-04,300,阅览，涉老法律咨询与宣传，谈心服务，老人康乐、兴趣小组活动，远程收视点
长宁区,西一居委会老年人活动室,52736900,韩国英,200050,汇川路78号,2009-05,260,阅览，医疗咨询与健康教育，谈心服务，远程收视点
长宁区,新风居委会老年活动室,62334009,陈世宏,200051,天山路181弄８号,2005-01,100,
长宁区,天原二村居民区老年活动室,62598225,薛莲凤,200336,天山路461弄18号104室,2000-05,100,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
长宁区,周二老年活动室,52734742,刘金扣,200051,遵义路800弄15号,2001-06,100,涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，8
长宁区,中山公寓老年活动室,52411529,张辉,200051,长宁路1277弄19号,2003-09,100,阅览，医疗咨询与健康教育，社区为老服务便民活动，老人康乐、兴趣小组活动，远程收视点，8
长宁区,武夷老年活动室,52729403,韦东芬,200051,武夷路700号1幢103室,2006-01,210,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
长宁区,天山河畔花园老年活动室,32082059,杨艳宏,200051,水城路883弄15号,2010-08,150,阅览，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，助餐服务
长宁区,上海花城老年活动室,52720416,王菁,200051,长宁路1818弄44号101室,2001-05,156,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点，8
长宁区,仁恒河滨花园老年活动室,62743982,顾妍南,200051,芙蓉江路388弄20号101室,2007-05,100,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，7
长宁区,潘中居委会老年活动室,52376513,薛红娣,200050,定西路1235弄7号,2006-10,100,阅览，医疗咨询与健康教育，远程收视点，助餐服务
长宁区,天诚居委会老年活动室,52376532,刘一雯,200050,武夷路450弄7号103室,2004-07,100,阅览，医疗咨询与健康教育，谈心服务
静安区,达安城老年活动室,62158957,姜春芳,200041,新闸路路777弄3号2C室,,110,
静安区,石门二路社区文化活动中心,52139880,韩乃玲,200041,康定东路85号,2009-11,3050,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
静安区,西王小区活动室,62551160,于兰,200041,奉贤路68弄10号,2006-03,145.19,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
静安区,南汇老年活动室,62551160,于兰,200041,北京西路995号,2006-03,49.04,涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，老人康乐、兴趣小组活动，助餐服务
静安区,东王居委会老年活动室,62179773,吴子廉,200041,北京西路605弄8号,2000-10,100,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点，助餐服务
静安区,东王居委会老年活动室（职工书屋）,62179773,王剑萍,200041,北京西路605弄17号202室,2008-06,200,阅览
静安区,石门二路街道东斯文光明居民区老年活动室,62538973,朱小琴,200041,成都北路1037弄（光明小区内,2004-05,80,涉老法律咨询与宣传，谈心服务，老人康乐、兴趣小组活动
静安区,东斯文光明居民区老年活动室2,62538973,朱小琴,200041,南苏州路1939弄1号,2010-05,58,阅览
静安区,东斯文光明居民区老年活动室,62538973,朱小琴,200041,新闸路568弄313号,2005-10,65,涉老法律咨询与宣传，谈心服务，老人康乐、兴趣小组活动
静安区,华沁居委老年活动室,62581146,顾大同,200041,武定路165号,2011-01,200,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，老人康乐、兴趣小组活动，远程收视点
静安区,张家宅居委多功能活动室,62721533,陈糜糜,200041,新闸路915号,2008-08,40,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，谈心服务，老人康乐、兴趣小组活动，远程收视点
静安区,张家宅居委老年活动室,62721533,陈糜糜,200041,新闸路911号,2000-01,150,涉老法律咨询与宣传，医疗咨询与健康教育，谈心服务，老人康乐、兴趣小组活动
静安区,张家宅居民区会议室,62721533,陈糜糜,200041,石门二路199弄2号104室,2004-03,27,涉老法律咨询与宣传，医疗咨询与健康教育，谈心服务，老人康乐、兴趣小组活动
静安区,新德居委会老年活动室,62182640,关海宗,200041,北京西路511号,2007-07,300,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
静安区,恒丰居委老年活动室,62171531,葛盛亮,200041,石门二路485号,2000-01,150,阅览，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，助餐服务
静安区,西斯文居委会,62875414,沈志军,200041,石门二路344弄15号底楼,2007-08,90.72,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点，助餐服务
静安区,静安区南京西路街道陕北居委老年活动室,62677183,钱慧珠,200041,江宁路83弄内,1998-02,280,阅览，谈心服务，远程收视点
静安区,静安区南京西路街道社区文化活动中心社区学院,62178662,汪园莉,200041,南京西路591弄5号,2005-01,2100,老人康乐、兴趣小组活动，老年学校上课点、运动、健身、沙龙等
静安区,静安区南京西路街道中凯居委活动室,63183743,仇国华,200041,成都北路137号201甲室,2003-12,240,阅览，涉老法律咨询与宣传，社区为老服务便民活动，谈心服务
静安区,静安区南京西路街道威海居委活动室,62171867,徐建民,200041,延安中路740弄18号,2008-03,102,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点，助餐服务
静安区,静安区南京西路街道延中居委活动室,62471233,邱素珍,200040,延安中路955弄43号,2007-04,150,阅览，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
静安区,静安区南京西路街道升平居委活动室,62728435,朱彦,200041,升平街41弄40号103-104室,2006-04,350,阅览，涉老法律咨询与宣传，老人康乐、兴趣小组活动
静安区,新福康里活动室,62586883,郑裕菡,200041,新闸路888弄118号C室,2000-01,80,阅览，医疗咨询与健康教育，谈心服务，老人康乐、兴趣小组活动，远程收视点
静安区,静安区南京西路街道茂北居委活动室,62179997,顾菁,200041,南京西路1025弄138号,2009-03,250,阅览，医疗咨询与健康教育
静安区,新福康里老年活动室,62586883,郑裕菡,200041,新闸路888弄118号A室,2000-01,188.72,涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，老人康乐、兴趣小组活动，远程收视点
静安区,祥福居委老年活动室,15921616576,黄秀珍,200041,石门二路158号,2006-01,19,社区为老服务便民活动，老人康乐、兴趣小组活动
静安区,静安区南京西路街道华业居委小区活动室,62471094,金玉苹,200041,陕西北路173号105-106室,1997-09,99,阅览，谈心服务，助餐服务
静安区,静安区南京西路街道古柏居委活动室,54032427,汤永珍,200040,襄阳北路22弄22-24号,2005-01,165,阅览，医疗咨询与健康教育，谈心服务，老人康乐、兴趣小组活动，远程收视点
静安区,愚谷村居委会老年活动室（助老餐点）,62484296,糜似莲,200040,愚园路361弄96号,2006-07,273.2,阅览，医疗咨询与健康教育，谈心服务，老人康乐、兴趣小组活动，远程收视点，助餐服务
静安区,静安区南京西路街道重华乐龄家园服务站,62170085,许凤珠,200041,南京西路1173弄3号21室,2008-12,280,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点，助餐服务
静安区,静安区南京西路陕南乐龄家园助老服务站,54039983,唐疏琴,200040,巨鹿路693弄-3号,2009-08,318,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点，助餐服务
静安区,武南居委会老年活动室,62872441,纪瑾,200042,万春街162弄56支弄16号101,2008-05,77,阅览，老人康乐、兴趣小组活动
静安区,叶庆居委会老年活动室,52891147,韦慧,200042,延平路223弄2号103室,2008-07,166,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，谈心服务
静安区,四明居委会活动室,62529889,黄玉玲,200040,愚园路520弄8号,2008-05,50,涉老法律咨询与宣传，医疗咨询与健康教育，谈心服务，老人康乐、兴趣小组活动，远程收视点
静安区,四明居民区活动室,62529889,黄玉玲,200040,愚园路608弄27号,2008-05,30,涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，老人康乐、兴趣小组活动
静安区,静安寺街道裕华居民区老年活动室,54037452,刘文化,200040,长乐路774弄20号,1996-07,25,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
静安区,静安居民区老年活动室,62172364,孙百萍,200040,北京西路1585号104室,2008-08,36,阅览，涉老法律咨询与宣传，谈心服务，老人康乐、兴趣小组活动
静安区,华山居委老年活动室,62483311,王淑珍,200040,华山路803弄9号,1995-07,50,医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动
静安区,华山小区老年活动室,62483311,王淑珍,200040,延安西路421弄6号103室,1995-10,60,阅览，社区为老服务便民活动，谈心服务
静安区,愚谷村居委活动室,62484296,糜似莲,200040,愚园路395弄10号,2006-07,58,涉老法律咨询与宣传，医疗咨询与健康教育，谈心服务，老人康乐、兴趣小组活动
静安区,美丽园老年活动室,62491258,徐佩兰,200040,延安西路376弄42号,1995-03,460,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
静安区,嘉园居民之家,52373807,袁建良,200040,万航渡路458弄6号底楼104室,2008-05,60,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，谈心服务，老人康乐、兴趣小组活动，远程收视点
静安区,百乐居委多功能会议室，图书室,62564714,朱芳凤,200040,万航渡路92号,2009-01,98.7,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，谈心服务，老人康乐、兴趣小组活动，远程收视点
静安区,景华居委会活动室,62471710,马丽骅,200040,巨鹿路820弄55号,2009-05,80,谈心服务，团队活动
静安区,景华居委会老年活动室,62481411,叶莲芬,200040,华山路229弄46号,2008-05,150,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动
静安区,静安区南京西路联华乐龄家园助老服务站,62471673,许静芬,200041,铜仁路314弄5号14室,2008-04,100,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点，助餐服务
静安区,培德居委会活动室,62589024,张瑛,200041,新闸路565弄120号,1998-10,150,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，谈心服务，老人康乐、兴趣小组活动，远程收视点
静安区,静安区南京西路街道威海乐龄家园助老服务站,62178718,周瑾,200041,威海路647弄3号,2007-07,124.6,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点，助餐服务
静安区,武西居委会老年活动室,62510082,陈金妹,200042,武定西路1398弄12号,2008-10,200,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点，助餐服务
静安区,达安居委会老年活动室,62309765,王喜凤,200042,长寿路999弄21号1A室,2009-09,200,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，助餐服务，桥牌
静安区,静安区江宁路街道江宁社区文化活动中心,62998992,沈琴,200041,淮安路771号,2007-12,4000,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，老人康乐、兴趣小组活动，远程收视点
静安区,静安区江宁路街道通安里居民区老年活动室,32521041,张雯妹,200041,泰兴路627号,2009-04,300,阅览，社区为老服务便民活动，老人康乐、兴趣小组活动，远程收视点
静安区,姚西居委老年活动室,62724072,陶俞荣,200042,余姚路487弄32号1楼,1995-05,120,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，助餐服务
静安区,曹家渡长春乐龄家园服务站暨曹家渡综合活动中心,62150127,张健,200042,康定路888弄3号,2007-10,600,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，谈心服务，老人康乐、兴趣小组活动，远程收视点，助餐服务
静安区,联宝里为老服务点,62552885,李素珍,200040,康定路580弄50号,2007-10,80,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点，助餐服务
静安区,静安区江宁路街道宝安坊老年活动室,62765622,戴惠良,200041,江宁路575号,2008-04,120,阅览，老人康乐、兴趣小组活动
静安区,静安区江宁路街道三星坊老年活动室,62711392,吕少卿,200041,江宁路575号,2008-04,120,阅览，老人康乐、兴趣小组活动
静安区,静安区江宁路街道新安老年活动室,13917985631,关勤兴,200040,新丰路607号104室,2000-01,55,阅览，老人康乐、兴趣小组活动
静安区,静安区南京西路街道新成乐龄家园助老服务站,32171131,施彩英,200041,南京西路591弄129号底室,2008-12,150,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，助餐服务
静安区,静安区江宁路街道海防村居委会老年活动室,62994863,朱德祥,200040,海防路410弄21号底楼,2007-01,202.27,阅览，社区为老服务便民活动，谈心服务，远程收视点，助餐服务
静安区,静安区江宁路街道三乐里居委会老年活动室,62762409,施惠标,200041,昌平路88弄23号对面,2003-07,300,社区为老服务便民活动
静安区,静安区江宁路街道淮安居委老年活动室,52131859,李维云,200041,康定路88弄9号,2007-07,40,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点，助餐服务
静安区,静安区江宁路街道老年人日间服务中心,62552988,许阳华,200040,常德路545弄43号,2009-05,1100,"阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点，助餐服务，舞会，戏曲，卡拉ok,时装台步。"
静安区,均泰居委会老年活动室,62321784,方荣金,200042,安远路899弄67号,2007-09,180,阅览，涉老法律咨询与宣传，老人康乐、兴趣小组活动，助餐服务
静安区,愚谷村居委会老年活动室,62484296,糜似莲,200040,愚园路路361弄100号,2011-12-01,80,图书室、活动室
普陀区,颐华居委会老年活动室（655弄）,66402436,殷爱平,200333,真金路655弄6号102室,2007-10,300,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，谈心服务，远程收视点
普陀区,运旺居委会活动室,52620478,王丽琳,200333,延川路71弄5号102室,2002-07,123,阅览，谈心服务，远程收视点
普陀区,陆一居委会多功能活动室,52918538,王学超,200063,中山北路2701弄7号,2007-01,120,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，谈心服务，老人康乐、兴趣小组活动，远程收视点
普陀区,管三居委会老年活动室,62149748,王珠珠,200061,管弄路61弄19号101--109,2006-12,204,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，老人康乐、兴趣小组活动，远程收视点
普陀区,秋月枫舍老年活动室,62054101,杨宪鹏,200061,镇坪路176弄14号,2006-03,200,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，谈心服务，老人康乐、兴趣小组活动，远程收视点
普陀区,和平居委会老年活动室,62058165,陈文伟,200063,中山北路2347弄10号201室,2006-09,60,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，谈心服务，助餐服务
普陀区,上海普陀区石泉路街道石泉一村老年活动室,62146187,张建萍,200061,石泉一村20号,2004-10,108,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
普陀区,祁连村老年活动室,62849720,金 斌,200331,古浪路518弄318号102室,2005-10,180,阅览，远程收视点，棋牌活动、
普陀区,旬阳二委老年活动室,62147695,徐志明,200061,岚皋路300弄13号,2009-05,100,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
普陀区,1091弄老年活动室,52359419,张国珍,200063,光复西路1145弄7号1室,2005-12,110,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
普陀区,兰凤居委会会议室,52915430,李菊萍,200063,兰凤新村654号,2011-10,96,
普陀区,普陀二村文化活动中心,62441804,秦成富,200063,宁夏路312号201室,2010-01,170,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
普陀区,海鑫居委老年活动室,62600095,陈江凌,200062,光复西路2077弄32号203室,2006-12,200,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
普陀区,清水湾居委老年活动室,52682500,张明芳,200063,凯旋北路1555弄36号101室,2006-12,200,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
普陀区,金沙居委老年活动室,62869103,沈 伟,200063,宁夏路金沙新村251号,2006-12,100,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
普陀区,长风三村老年活动室,62862292,朱秀兰,200062,枣阳路465弄12号101室,2006-12,158.38,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
普陀区,师大一村老年活动室,62232830,潘凌云,200062,中山北路3671弄500号,2006-04,260,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
普陀区,世纪同乐老年活动室,52360276,黄红娣,200063,顺义路130号,2006-11,300,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
普陀区,锦绿居委老年活动室,62604728,郑 琬,200063,宁夏路353弄12号,2004-04,200,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
普陀区,曹家巷老年活动室,62236347,郑秋琴,200063,中山北路3644弄35号,2004-04,112,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
普陀区,九十五弄老年活动室,62864687,项惠成,200062,大渡河路95弄6号对面,2004-04,112,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
普陀区,师大三村老年活动室,62652253,王明珠,200062,金沙江路895弄60号201室,2004-04,200,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
普陀区,长风四村第一居委老年活动室,62869557,华兴根,200062,怒江路131弄2号104室,2004-04,205,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
普陀区,长风二村第一居委老年活动室,62223425,蔡扣弟,200062,长风二村137号101室,2004-04,216,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
普陀区,长风二村第二居委会老年活动室,62436551,杨梅芳,200062,长风二村46号101室,2001-11,102,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
普陀区,白玉新村第一居委会老年活动室,62035413,谈政鸣,200063,白玉新村121号105~108室,2001-11,130,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
普陀区,师大二村老年活动室,62232840,谷 珠,200062,枣阳路师大二村19号,2001-11,120,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
普陀区,金梅园老年活动室,62868953,曹美麟,200062,梅川路141弄57号底楼,2003-05,204,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动
普陀区,北杨园老年活动室,62167253,刘德荣,200062,曹杨二村132号对面,2004-01,130,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
普陀区,花溪园老年活动室,62162701,史玉珍,200062,曹杨四村123号,2004-01,150,阅览，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点，助餐服务
普陀区,沙溪园老年活动室,62869538,李琴芸,200060,曹杨六村121号边,2006-07,150,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点，助餐服务
普陀区,枫岭园老年活动室,32501353,赵新蓉,200062,曹杨七村107号东侧,2005-02,120,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
普陀区,南梅园老年活动室,62162962,龚明海,200062,梅岭支路85弄18号边,1999-03,216,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
普陀区,汪家井居委会老年活动室,56950935,周德明,200065,泾惠路24弄8号102室,1995-06,171,阅览，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
普陀区,新长居委会老年活动室,56069924,钱建芳,200065,新村路248弄20号101室,2004-10,120,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
普陀区,普陀区甘泉路街道长新居委会老年活动室,56063627,张桂珍,200065,新村路349弄56号甲,2010-09,200,阅览，涉老法律咨询与宣传，谈心服务，老人康乐、兴趣小组活动，远程收视点
普陀区,子长居委会老年活动室,56943310,直海英,200065,子长路77弄58号101室,1999-03,250,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
普陀区,新宜居委会老年活动室,56070892,朱美珍,200065,宜川路413弄2号3幢13室,1996-10,600,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点，助餐服务
普陀区,香樟苑社区老年活动中心,52764147,俞志强,200333,桃浦路1341弄82号,2005-05,586,阅览，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，远程收视点
普陀区,新沪居委会老年活动室,56075165,姚艳琦,200065,新村路39弄37号地下自行车,2008-11,200,阅览，远程收视点
普陀区,桃浦真建花苑,62845116,葛宝祥,200331,桃浦路2058号,2002-09,570,阅览，医疗咨询与健康教育，老人康乐、兴趣小组活动，远程收视点
普陀区,桂杨园老年活动室,62166717,柴菊梅,200062,桂巷新村70号甲,2004-01,210,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点，助餐服务
